Position,Track Name,Artist,Streams,URL,Date,Region
10,Vacaciones,Wisin,8205,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,1/2/2017,ec
11,Closer,The Chainsmokers,8075,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/2/2017,ec
12,Dile Que Tu Me Quieres,Ozuna,8048,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,1/2/2017,ec
13,Andas En Mi Cabeza,Chino & Nacho,7732,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,1/2/2017,ec
14,One Dance,Drake,7437,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,1/2/2017,ec
15,Starboy,The Weeknd,7330,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/2/2017,ec
16,Shaky Shaky,Daddy Yankee,6974,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,1/2/2017,ec
17,Chillax,Farruko,6905,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,1/2/2017,ec
18,Don't Wanna Know,Maroon 5,6883,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,1/2/2017,ec
19,Cuatro Babys,Maluma,6370,https://open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR,1/2/2017,ec
20,24K Magic,Bruno Mars,6287,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,1/2/2017,ec
21,DUELE EL CORAZON,Enrique Iglesias,6205,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,1/2/2017,ec
22,My Way,Calvin Harris,6032,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,1/2/2017,ec
23,Me Llamas (feat. Maluma) - Remix,Piso 21,5875,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,1/2/2017,ec
24,Borro Cassette,Maluma,5822,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,1/2/2017,ec
25,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,5643,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,1/2/2017,ec
26,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,5500,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,1/2/2017,ec
27,Cold Water (feat. Justin Bieber & MØ),Major Lazer,5363,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,1/2/2017,ec
28,In the Name of Love,Martin Garrix,4915,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,1/2/2017,ec
29,Desde Esa Noche,Thalía,4912,https://open.spotify.com/track/1pWYnQIlqxTh5bxuPmTG4E,1/2/2017,ec
30,Gyal You A Party Animal - Remix,Charly Black,4894,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,1/2/2017,ec
31,Baila Conmigo,Juan Magán,4888,https://open.spotify.com/track/772io14jrMTxGJbijtDccQ,1/2/2017,ec
32,Don't Let Me Down,The Chainsmokers,4879,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,1/2/2017,ec
33,CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's "TROLLS"),Justin Timberlake,4762,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,1/2/2017,ec
34,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,4708,https://open.spotify.com/track/2SSYqDX8KTgy01NlqtUo0F,1/2/2017,ec
35,Bailame Despacio,Xantos,4692,https://open.spotify.com/track/4OaTpLJIa2harufGxfOPUu,1/2/2017,ec
36,Cheap Thrills,Sia,4569,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,1/2/2017,ec
37,Bobo,J Balvin,4520,https://open.spotify.com/track/7AtlMCIauSQZqiXSlbBPW6,1/2/2017,ec
38,Treat You Better,Shawn Mendes,4498,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,1/2/2017,ec
39,Gyal You A Party Animal,Charly Black,4417,https://open.spotify.com/track/1mSzZKMIPZIkn3jFV7v62b,1/2/2017,ec
40,La Gozadera,Gente De Zona,4309,https://open.spotify.com/track/0OMRAvrtLWE2TvcXorRiB9,1/2/2017,ec
41,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,4284,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,1/2/2017,ec
42,Hasta el Amanecer,Nicky Jam,4149,https://open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS,1/2/2017,ec
43,Fuego,Juanes,3976,https://open.spotify.com/track/0mwPE0lPOgnWf2bo14xedJ,1/2/2017,ec
44,Tan Fácil,CNCO,3975,https://open.spotify.com/track/1TxgZRcy3kZ7JaEp88MDbC,1/2/2017,ec
45,Heathens,Twenty One Pilots,3970,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,1/2/2017,ec
46,Te Vas,Ozuna,3910,https://open.spotify.com/track/2twUPIYOTqVivev47pf7bU,1/2/2017,ec
47,Por Fin Te Encontré,Cali Y El Dandee,3751,https://open.spotify.com/track/3GpvoKKWZyTwgbLEM9RmWM,1/2/2017,ec
48,Te Quiero Pa´Mi,Don Omar,3618,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,1/2/2017,ec
49,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,3545,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1,1/2/2017,ec
50,I Feel It Coming,The Weeknd,3484,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,1/2/2017,ec
51,No Quiere Enamorarse (Remix) [feat. Daddy Yankee],Ozuna,3450,https://open.spotify.com/track/4vlbjBSMqycZk6t4HVRpnC,1/2/2017,ec
52,Side To Side,Ariana Grande,3361,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,1/2/2017,ec
53,Enamorándonos,Cabas,3321,https://open.spotify.com/track/0aywfeIr0tmhLZJxzqOhzP,1/2/2017,ec
54,This Is What You Came For,Calvin Harris,3194,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,1/2/2017,ec
55,Ride,Twenty One Pilots,3126,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,1/2/2017,ec
56,Manicomio,Cosculluela,3118,https://open.spotify.com/track/3n58u3LOFw8mITLvfPvQBz,1/2/2017,ec
57,Deja Que Te Bese,Alejandro Sanz,3081,https://open.spotify.com/track/0s6yB0ZFl1LvYHAnGhXFga,1/2/2017,ec
58,Faded,Alan Walker,3060,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,1/2/2017,ec
59,Ruleta Rusa,Kevin Roldan,3052,https://open.spotify.com/track/77KHmKnBmVGTjRCeMVXpWH,1/2/2017,ec
60,Work,Rihanna,3001,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,1/2/2017,ec
61,Cake By The Ocean,DNCE,2996,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,1/2/2017,ec
62,Photograph,Ed Sheeran,2919,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,1/2/2017,ec
63,Hasta Que Se Seque el Malecón - Remix,Jacob Forever,2912,https://open.spotify.com/track/6sMPwcpYtxm1mlgYbp1B0t,1/2/2017,ec
64,Work from Home,Fifth Harmony,2805,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,1/2/2017,ec
65,Stressed Out,Twenty One Pilots,2797,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,1/2/2017,ec
66,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,2673,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,1/2/2017,ec
67,Love Yourself,Justin Bieber,2652,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,1/2/2017,ec
68,Corazon De Seda (feat. Ozuna),Klasico,2602,https://open.spotify.com/track/0uRHot8ml8U8cYVwwzMwNT,1/2/2017,ec
69,Hymn For The Weekend - Seeb Remix,Coldplay,2519,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,1/2/2017,ec
70,"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)",De La Ghetto,2497,https://open.spotify.com/track/498YWgZPJWIA4lphXtCNma,1/2/2017,ec
71,Me Rehúso,Danny Ocean,2460,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,1/2/2017,ec
72,Perfect Strangers,Jonas Blue,2436,https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u,1/2/2017,ec
73,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,2430,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,1/2/2017,ec
74,Thinking Out Loud,Ed Sheeran,2430,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,1/2/2017,ec
75,Quisiera,CNCO,2429,https://open.spotify.com/track/4iPV0gcc8keTFl6qxqP73M,1/2/2017,ec
76,Encantadora - Remix,Yandel,2355,https://open.spotify.com/track/0EpFfFZpCuqYFzHvxOtrZS,1/2/2017,ec
77,Bajo el agua,Manuel Medrano,2344,https://open.spotify.com/track/5QSYWruQQ7kBCHScI4xJ9g,1/2/2017,ec
78,El Chisme,Reykon,2335,https://open.spotify.com/track/4VXejnj5WgM6H72ct2fSgQ,1/2/2017,ec
79,Traicionera - Remix,Sebastian Yatra,2317,https://open.spotify.com/track/2webQDZmtGioeu3zUUi9We,1/2/2017,ec
80,Me Ama Me Odia,Ozuna,2293,https://open.spotify.com/track/6041gM9Th1ViQcnzkIxnuv,1/2/2017,ec
81,Just Hold On,Steve Aoki,2269,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,1/2/2017,ec
82,Que Raro,Feid,2260,https://open.spotify.com/track/3kg9JvQe6QJFKUQCN1oIQz,1/2/2017,ec
83,Te Busco (feat. Nicky Jam),Cosculluela,2255,https://open.spotify.com/track/6wHm04cn5HxK6pE2ITEdUS,1/2/2017,ec
84,Encantadora,Yandel,2238,https://open.spotify.com/track/7LABrQFfRYcZUqUwng0Heb,1/2/2017,ec
85,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Darker (Original Motion Picture Soundtrack)",ZAYN,2220,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,1/2/2017,ec
86,Ya Me Enteré,Reik,2183,https://open.spotify.com/track/0lPXFrKyl8HkdQ2E6NmNja,1/2/2017,ec
87,Mi Tesoro (feat. Nicky Jam),Zion & Lennox,2173,https://open.spotify.com/track/5HABnFSYvl6mTmg8nSdzHa,1/2/2017,ec
88,Una y otra vez,Manuel Medrano,2138,https://open.spotify.com/track/0bK3jxkbq5cDKWr68KtO8G,1/2/2017,ec
89,Ginza,J Balvin,2135,https://open.spotify.com/track/5N8nNuTmIzkZOfcxXlygUw,1/2/2017,ec
90,Black Beatles,Rae Sremmurd,2123,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,1/2/2017,ec
91,Middle,DJ Snake,2119,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,1/2/2017,ec
92,The Greatest,Sia,2112,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,1/2/2017,ec
93,El Perdedor - The Remix,Maluma,2084,https://open.spotify.com/track/4QsPTKvdpgkA7mBAvclZTa,1/2/2017,ec
94,De Pies a Cabeza,Maná,2067,https://open.spotify.com/track/2CkHE54EH44Qj945ynQRw7,1/2/2017,ec
95,Me llamas,Piso 21,2051,https://open.spotify.com/track/3jpqMaJREkmVDYlRvW1qWC,1/2/2017,ec
96,Say You Won't Let Go,James Arthur,2051,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,1/2/2017,ec
97,All We Know,The Chainsmokers,2047,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,1/2/2017,ec
98,Mercy,Shawn Mendes,2038,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,1/2/2017,ec
99,El Perdedor,Maluma,2035,https://open.spotify.com/track/1iEwyiSLAunPR6uouANE0O,1/2/2017,ec
100,Starving,Hailee Steinfeld,2019,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,1/2/2017,ec
101,Dueles,Jesse & Joy,2016,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P,1/2/2017,ec
102,The Scientist,Coldplay,1998,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,1/2/2017,ec
103,Sorry,Justin Bieber,1962,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,1/2/2017,ec
104,Sin Contrato,Maluma,1955,https://open.spotify.com/track/09S64DUkxIX9EwIaULu6yN,1/2/2017,ec
105,Lean On (feat. MØ & DJ Snake),Major Lazer,1954,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,1/2/2017,ec
106,Sugar,Maroon 5,1952,https://open.spotify.com/track/494OU6M7NOf4ICYb4zWCf5,1/2/2017,ec
107,Noche Loca,Marama,1921,https://open.spotify.com/track/0gzcET27nREY6aD8LJU9wD,1/2/2017,ec
108,Obsesionado,Farruko,1893,https://open.spotify.com/track/5Jt4zdXTd9y1zxihiNYQI1,1/2/2017,ec
109,Para Enamorarte,CNCO,1892,https://open.spotify.com/track/3B21fRFqPLmTd9zAlK0I8A,1/2/2017,ec
110,Fake Love,Drake,1888,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,1/2/2017,ec
111,Sofia,Alvaro Soler,1869,https://open.spotify.com/track/1VoHrSS3QQ6TbpabLrFiYb,1/2/2017,ec
112,Se Acabó,Sanluis,1861,https://open.spotify.com/track/7BHNaG7YZHjGbAAqIHQzNf,1/2/2017,ec
113,Quiero Que Vuelvas,Alejandro Fernandez,1838,https://open.spotify.com/track/2Zw7rSucHm0MIph9gmNiSn,1/2/2017,ec
114,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,1811,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,1/2/2017,ec
115,El Perdón,Nicky Jam,1796,https://open.spotify.com/track/7qCAVkHWZkF44OzOUKf8Cr,1/2/2017,ec
116,Me Reclama,Mambo Kingz,1789,https://open.spotify.com/track/4ojwGTehgBRAg52jbFgzJg,1/2/2017,ec
117,Picky,Joey Montana,1788,https://open.spotify.com/track/4tPL9PeVZY4c0jUPtSD5nx,1/2/2017,ec
118,7 Years,Lukas Graham,1783,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,1/2/2017,ec
119,Hello,Karol G,1783,https://open.spotify.com/track/1PGENMzwUy16wlpZiuLS65,1/2/2017,ec
120,Stitches,Shawn Mendes,1778,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,1/2/2017,ec
121,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcangel,1777,https://open.spotify.com/track/6NSMQFKgjpQb0KkjMDYIK0,1/2/2017,ec
122,Me Voy Enamorando - Remix,Chino & Nacho,1773,https://open.spotify.com/track/0nfBKG11Wv2bK8cPjMU5VB,1/2/2017,ec
123,Acércate (feat. Nicky Jam) - Remix,De La Ghetto,1765,https://open.spotify.com/track/35OC6rMxa8lJi8eDiUVShS,1/2/2017,ec
124,Materialista,Silvestre Dangond,1760,https://open.spotify.com/track/3jqSBJ8I20iUN0Bw8NA5xQ,1/2/2017,ec
125,Alone,Alan Walker,1712,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,1/2/2017,ec
126,Amor y dolor,Carlos Baute,1684,https://open.spotify.com/track/4efQTJSX6Jca1hHZNi74Zd,1/2/2017,ec
127,Locuras contigo,Rombai,1671,https://open.spotify.com/track/5jMvnSyOgGY8JpvHqeyVOg,1/2/2017,ec
128,Nunca Me Olvides,Yandel,1665,https://open.spotify.com/track/27ebni0DfbT5Owz6W42HP8,1/2/2017,ec
129,Quiero Que Sepas,Juan Magán,1663,https://open.spotify.com/track/0fm7fJ4aZv6Wx0klIcyXPz,1/2/2017,ec
130,Ando buscando,Carlos Baute,1630,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,1/2/2017,ec
131,Nota de Amor,Wisin,1623,https://open.spotify.com/track/4YW2Fr25fHwUt6qgvM1iE1,1/2/2017,ec
132,Si Ella Quisiera,Justin Quiles,1622,https://open.spotify.com/track/7cIkMEpDhT7Vpw1FHOQqKC,1/2/2017,ec
133,Pa Que Me Invitan - Spanglish Version,Jencarlos,1618,https://open.spotify.com/track/2VRssqds7rRNb4eaG9FaY8,1/2/2017,ec
134,By Your Side,Jonas Blue,1613,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,1/2/2017,ec
135,Hear Me Now,Alok,1602,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,1/2/2017,ec
136,Call On Me - Ryan Riback Extended Remix,Starley,1597,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,1/2/2017,ec
137,What Do You Mean?,Justin Bieber,1591,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,1/2/2017,ec
138,Trumpets,Sak Noel & Salvi,1588,https://open.spotify.com/track/5dH7o4TP3HYLvCjo4QAhhv,1/2/2017,ec
139,Fast Car,Jonas Blue,1577,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,1/2/2017,ec
140,Can't Feel My Face,The Weeknd,1569,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm,1/2/2017,ec
141,La Bicicleta - Remix,Carlos Vives,1561,https://open.spotify.com/track/7IRuf7FrdQvOGs0g9mSNGr,1/2/2017,ec
142,Too Good,Drake,1548,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,1/2/2017,ec
143,Tan Fácil - Urban Remix,CNCO,1529,https://open.spotify.com/track/6ZvmnulA6jJY3lvveuCz77,1/2/2017,ec
144,Bailando - Spanish Version,Enrique Iglesias,1519,https://open.spotify.com/track/32lm3769IRfcnrQV11LO4E,1/2/2017,ec
145,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela,1501,https://open.spotify.com/track/3noN1TxpjbjjmKqssghvg8,1/2/2017,ec
146,Desde Que Estamos Juntos,Melendi,1496,https://open.spotify.com/track/66VmioeXL4i1TCfHIO8R9t,1/2/2017,ec
147,Into You,Ariana Grande,1476,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,1/2/2017,ec
148,Panda,Desiigner,1473,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,1/2/2017,ec
149,Stole the Show,Kygo,1458,https://open.spotify.com/track/5masKPHeAOVNgxdLebIcK7,1/2/2017,ec
150,Bajito,Jencarlos,1457,https://open.spotify.com/track/2q5VkfuJpCHJiFkMqNsenl,1/2/2017,ec
151,Adventure Of A Lifetime,Coldplay,1455,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,1/2/2017,ec
152,Bailar - Radio Edit,Deorro,1433,https://open.spotify.com/track/1HCw8XKtTgWWU3JlEUR0qQ,1/2/2017,ec
153,Embriágame (feat. Don Omar) - Remix,Zion & Lennox,1414,https://open.spotify.com/track/1WOJTQfNUEkLlsinPP95VM,1/2/2017,ec
154,Falsas Mentiras (feat. Ozuna),Los De La Nazza,1406,https://open.spotify.com/track/36JI0KHc591i9liHaFqDFG,1/2/2017,ec
155,Firestone,Kygo,1394,https://open.spotify.com/track/1I8tHoNBFTuoJAlh4hfVVE,1/2/2017,ec
156,Hello,Adele,1386,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,1/2/2017,ec
157,Bad Things (with Camila Cabello),Machine Gun Kelly,1384,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,1/2/2017,ec
158,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,1379,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,1/2/2017,ec
159,Lush Life,Zara Larsson,1379,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8,1/2/2017,ec
160,Send My Love (To Your New Lover),Adele,1371,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,1/2/2017,ec
161,I'm Yours,Jason Mraz,1364,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,1/2/2017,ec
162,"Me, Myself & I",G-Eazy,1364,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,1/2/2017,ec
163,Traidora,Gente De Zona,1358,https://open.spotify.com/track/7Fl3wSxRqBljyQH8dJSz9c,1/2/2017,ec
164,Me Quema,Paulina Rubio,1357,https://open.spotify.com/track/0VjbN2rfs40mHQ5mZN9UCE,1/2/2017,ec
165,Time of Our Lives,Pitbull,1345,https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r,1/2/2017,ec
166,Pumped Up Kicks,Foster The People,1344,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,1/2/2017,ec
167,All of Me,John Legend,1316,https://open.spotify.com/track/2q6tgiA9tpb6DMguABwCWE,1/2/2017,ec
168,Hymn For The Weekend,Coldplay,1316,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,1/2/2017,ec
169,Andas En Mi Cabeza - Remix,Chino & Nacho,1311,https://open.spotify.com/track/733ybNEEEXHYxfk8sK6MRO,1/2/2017,ec
170,The Mack,Nevada,1309,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,1/2/2017,ec
171,Caraluna,Bacilos,1306,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums,1/2/2017,ec
172,Sex,Cheat Codes,1298,https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,1/2/2017,ec
173,Si No Te Quiere,Ozuna,1297,https://open.spotify.com/track/7kxYYjOYRO8HamP4RKBhJ0,1/2/2017,ec
174,Sin Contrato - Remix,Maluma,1294,https://open.spotify.com/track/2xNZeeqmwMPVKnD7FSQfgt,1/2/2017,ec
175,Sugar (feat. Francesco Yates),Robin Schulz,1293,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w,1/2/2017,ec
176,How Deep Is Your Love,Calvin Harris,1291,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s,1/2/2017,ec
177,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,1288,https://open.spotify.com/track/0uVyZywUNOp6S0dU5r8TS8,1/2/2017,ec
178,Mayor Que Yo 3,Luny Tunes,1286,https://open.spotify.com/track/0bMRpUsk1IWi5O2NIkWsqR,1/2/2017,ec
179,Tu jardín con enanitos,Melendi,1285,https://open.spotify.com/track/6yCjU5j6YHbux2VQCBTTE1,1/2/2017,ec
180,Bohemian Rhapsody - Remastered 2011,Queen,1280,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY,1/2/2017,ec
181,No Money,Galantis,1271,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd,1/2/2017,ec
182,Final Song,MØ,1268,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,1/2/2017,ec
183,Pierde Los Modales,J Balvin,1265,https://open.spotify.com/track/4r3itKA9HEJo48RG65OEnt,1/2/2017,ec
184,Shed a Light,Robin Schulz,1265,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,1/2/2017,ec
185,Stay,Kygo,1260,https://open.spotify.com/track/2FiSTH0GYpIioUgjfzMIja,1/2/2017,ec
186,Caminar de Tu Mano,Río Roma,1256,https://open.spotify.com/track/7cCRlUf8ayOJtTlWN7g8Ni,1/2/2017,ec
187,Uptown Funk,Mark Ronson,1252,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,1/2/2017,ec
188,Scars To Your Beautiful,Alessia Cara,1250,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,1/2/2017,ec
189,DM,Mueka,1248,https://open.spotify.com/track/0YwxZXiwZDJbWhfQJMIn8u,1/2/2017,ec
190,Safe And Sound,Capital Cities,1246,https://open.spotify.com/track/6Z8R6UsFuGXGtiIxiD8ISb,1/2/2017,ec
191,Counting Stars,OneRepublic,1246,https://open.spotify.com/track/5edBgVtRD0fvWk140Sl21T,1/2/2017,ec
192,"i hate u, i love u (feat. olivia o'brien)",gnash,1246,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,1/2/2017,ec
193,Llegaste tú (feat. Reykon),Sofia Reyes,1243,https://open.spotify.com/track/79Bm3DTEYuQsDpUVHbSRsL,1/2/2017,ec
194,Qué Gano Olvidándote,Reik,1241,https://open.spotify.com/track/7iXRsjttPa62GpOcqsx1aE,1/2/2017,ec
195,Hasta la Raíz,Natalia Lafourcade,1230,https://open.spotify.com/track/3lGMtkONrZdJ8kTCg6KIFf,1/2/2017,ec
196,Let Me Hold You (Turn Me On),Dante Klein,1218,https://open.spotify.com/track/0lmdsH1MIoLsMymnNpd6HU,1/2/2017,ec
197,Cómo Te Atreves,Morat,1216,https://open.spotify.com/track/2z0EshEO4XptiepEb9j3Og,1/2/2017,ec
198,Otra Copa (feat. Farruko),Justin Quiles,1214,https://open.spotify.com/track/5KX51uLJYo1S1MmITG7lHD,1/2/2017,ec
199,Kill Em With Kindness,Selena Gomez,1209,https://open.spotify.com/track/7KxhSJOYiqCDclXDBNlFSZ,1/2/2017,ec
200,The Greatest,Sia,1209,https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO,1/2/2017,ec
1,Reggaetón Lento (Bailemos),CNCO,17258,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,1/3/2017,ec
2,Chantaje,Shakira,16614,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,1/3/2017,ec
3,Otra Vez (feat. J Balvin),Zion & Lennox,14148,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,1/3/2017,ec
4,Safari,J Balvin,12336,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,1/3/2017,ec
5,Vente Pa' Ca,Ricky Martin,12280,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,1/3/2017,ec
6,Let Me Love You,DJ Snake,10652,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,1/3/2017,ec
7,Ay Mi Dios,IAmChino,9519,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,1/3/2017,ec
8,Closer,The Chainsmokers,9244,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/3/2017,ec
9,Vacaciones,Wisin,9032,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,1/3/2017,ec
10,Traicionera,Sebastian Yatra,8993,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,1/3/2017,ec
11,Starboy,The Weeknd,8676,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/3/2017,ec
12,Dile Que Tu Me Quieres,Ozuna,8425,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,1/3/2017,ec
13,One Dance,Drake,8357,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,1/3/2017,ec
14,Don't Wanna Know,Maroon 5,8281,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,1/3/2017,ec
15,La Bicicleta,Carlos Vives,8039,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,1/3/2017,ec
16,Andas En Mi Cabeza,Chino & Nacho,7821,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,1/3/2017,ec
17,Chillax,Farruko,7772,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,1/3/2017,ec
18,24K Magic,Bruno Mars,7395,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,1/3/2017,ec
